State_Name,District_Name,Project_Objectives_IHHL_BPL,Project_Objectives_IHHL_APL,Project_Objectives_IHHL_TOTAL,Project_Objectives_SCW,Project_Objectives_School_Toilets,Project_Objectives_Anganwadi_Toilets,Project_Objectives_RSM,Project_Objectives_PC,Project_Performance-IHHL_BPL,Project_Performance-IHHL_APL,Project_Performance-IHHL_TOTAL,Project_Performance-SCW,Project_Performance-School_Toilets,Project_Performance-Anganwadi_Toilets,Project_Performance-RSM,Project_Performance-PC
TAMIL NADU,CUDDALORE,242992,104369,347361,69,2635,1486,10,0,240101,102770,342871,23,2619,1486,10,13
TAMIL NADU,DHARMAPURI,152872,60203,213075,0,2507,715,4,0,152921,62320,215241,0,2379,715,1,0
TAMIL NADU,DINDIGUL,131516,319776,451292,20,1368,1374,10,0,113925,229998,343923,20,1307,1297,10,0
TAMIL NADU,ERODE,165306,110521,275827,63,2798,752,10,0,165306,144602,309908,63,2450,759,10,0
TAMIL NADU,KANCHIPURAM,147350,240767,388117,58,1955,1497,10,0,154480,156846,311326,51,1771,1495,8,7
TAMIL NADU,KANYAKUMARI(NAGERCOIL),76233,10568,86801,43,557,367,5,0,84822,7225,92047,21,429,384,2,0
TAMIL NADU,KARUR,105280,72598,177878,108,932,418,10,0,105280,54519,159799,98,678,419,10,6
TAMIL NADU,KRISHNAGIRI,204772,85863,290635,40,2774,924,6,0,154058,71306,225364,337,2559,866,6,0
TAMIL NADU,MADURAI,153151,224536,377687,0,1845,881,10,0,128212,111326,239538,444,1596,866,7,0
TAMIL NADU,NAGAPATTINAM,131000,140933,271933,50,1934,646,10,0,104227,85988,190215,1,1934,646,6,6
TAMIL NADU,NAMAKKAL,117538,113278,230816,50,1027,673,4,0,117538,72542,190080,50,1027,673,4,0
TAMIL NADU,NILGIRIS(UDHAGAMANDALAM),43000,51545,94545,75,839,271,4,0,34543,22403,56946,59,839,270,1,0
TAMIL NADU,PERAMBALUR,181496,94081,275577,49,1256,1185,10,0,181496,50785,232281,59,1237,932,11,4
TAMIL NADU,PUDUKKOTTAI,176710,77100,253810,50,3826,1306,10,0,198097,66346,264443,50,3548,1306,0,10
TAMIL NADU,RAMANATHAPURAM,105000,109870,214870,52,1460,821,10,0,156708,58018,214726,6,1460,821,5,0
TAMIL NADU,SALEM,232463,233736,466199,128,2108,1253,10,0,196762,130941,327703,32,2088,1185,4,1
TAMIL NADU,SIVAGANGA,125730,130058,255788,10,851,601,6,0,118647,52329,170976,12,851,601,9,0
TAMIL NADU,THANJAVUR,177761,196183,373944,25,4540,1022,10,0,136533,114750,251283,25,2565,962,2,0
TAMIL NADU,THENI,73362,71577,144939,35,440,552,7,0,71599,56590,128189,34,396,552,5,0
TAMIL NADU,THOOTHUKUDI,91637,253636,345273,54,260,718,4,0,84627,119850,204477,5,284,714,15,2
TAMIL NADU,TIRUCHIRAPPALLI,77747,166886,244633,5,929,1027,10,0,77747,124832,202579,5,774,869,10,0
TAMIL NADU,TIRUNELVELI,125763,155744,281507,19,557,907,10,0,139323,106744,246067,19,557,907,10,5
TAMIL NADU,TIRUVALLUR,194625,58084,252709,35,1418,1312,10,0,152779,80448,233227,35,1418,1312,8,0
TAMIL NADU,TIRUVANNAMALAI,209116,356665,565781,70,3635,1263,10,0,209116,289934,499050,43,3598,1263,4,0
TAMIL NADU,TIRUVARUR,80920,53866,134786,50,1698,519,5,0,87918,22048,109966,8,1466,519,1,1
TAMIL NADU,VELLORE,207635,283872,491507,26,3451,1667,10,0,200448,257974,458422,26,3167,1902,10,0
TAMIL NADU,VILLUPURAM,326185,211877,538062,60,3021,2185,10,0,265434,89384,354818,51,3021,2185,12,10
TAMIL NADU,VIRUDHUNAGAR,174967,93202,268169,184,2031,816,10,0,154435,126105,280540,165,1727,816,10,0
TRIPURA,DHALAI,53507,28305,81812,95,648,944,5,0,53507,27905,81412,110,1104,1261,84,6
TRIPURA,NORTH TRIPURA,78389,33744,112133,80,1150,1161,10,0,74981,31008,105989,76,1132,1136,48,44
TRIPURA,SOUTH TRIPURA,139456,55849,195305,38,1352,1858,10,0,139456,55849,195305,50,1352,2198,11,323
TRIPURA,WEST TRIPURA,183405,51119,234524,13,3683,2061,10,0,183405,44560,227965,13,2997,2061,0,59
UTTAR PRADESH,AGRA,54188,278943,333131,5,5274,2856,3,0,54789,241349,296138,5,4439,1774,7,3
UTTAR PRADESH,ALIGARH,73937,208775,282712,0,4007,1458,10,0,68096,170354,238450,0,3390,1458,3,1
UTTAR PRADESH,ALLAHABAD,181370,493671,675041,20,5829,2547,10,0,195345,274576,469921,35,6032,2547,9,0
UTTAR PRADESH,AMBEDKAR NAGAR,132725,138141,270866,18,2146,1350,3,1,132725,135470,268195,18,1710,1350,2,0
UTTAR PRADESH,AURAIYA,127279,133364,260643,50,1277,817,2,1,99555,112343,211898,50,2240,817,1,1
UTTAR PRADESH,AZAMGARH,188141,466925,655066,87,4888,4104,10,0,162413,249589,412002,87,4888,2744,6,0
UTTAR PRADESH,BAGPAT,31467,77930,109397,12,1166,954,1,1,26774,72482,99256,42,1196,1034,1,0
UTTAR PRADESH,BAHRAICH,284073,174857,458930,10,6100,1802,10,0,227057,170024,397081,10,5101,1802,1,0
UTTAR PRADESH,BALLIA,172179,136937,309116,115,4636,1888,10,0,167490,124522,292012,120,4636,1888,4,4
UTTAR PRADESH,BALRAMPUR,65273,138410,203683,18,2948,1215,3,0,65273,85019,150292,18,2948,1215,3,1
UTTAR PRADESH,BANDA,120620,78999,199619,10,4149,948,3,0,111499,60173,171672,10,3748,948,3,0
UTTAR PRADESH,BARABANKI,199542,377972,577514,26,5100,1798,10,0,206102,303001,509103,26,5100,1798,3,0
UTTAR PRADESH,BAREILLY,110000,227284,337284,15,4142,1798,5,0,110000,204725,314725,15,4142,1619,5,1
UTTAR PRADESH,BASTI,160480,120653,281133,40,3695,2223,10,0,130224,82934,213158,35,3695,2036,1,0
UTTAR PRADESH,BIJNOR,110403,222569,332972,75,5271,1399,10,0,110403,187491,297894,75,4294,1399,7,0
UTTAR PRADESH,BUDAUN,107603,204479,312082,155,4680,1615,0,0,107603,121933,229536,155,4680,1615,3,1
UTTAR PRADESH,BULANDSHAHR,28885,283408,312293,8,4868,2041,8,0,31996,223416,255412,8,4308,2041,1,0
UTTAR PRADESH,CHANDAULI,92022,108852,200874,25,2287,1102,10,0,96318,86107,182425,25,2287,1102,10,0
UTTAR PRADESH,CHITRAKOOT,38082,102505,140587,0,1920,479,5,0,42652,63535,106187,0,1920,479,1,0
UTTAR PRADESH,DEORIA,181225,198893,380118,39,4696,1461,10,0,172252,170551,342803,31,4696,1461,2,0
UTTAR PRADESH,ETAH,62001,143740,205741,30,3455,1347,7,1,69140,111863,181003,30,5220,1796,2,0
UTTAR PRADESH,ETAWAH,94097,223387,317484,44,2925,1223,3,1,94097,155801,249898,44,2925,1223,4,0
UTTAR PRADESH,FAIZABAD,103376,105998,209374,10,2085,1140,10,0,101884,94917,196801,10,2085,1140,8,0
UTTAR PRADESH,FARRUKHABAD,120471,54314,174785,35,3143,1227,2,1,120471,54314,174785,35,3143,1227,3,0
UTTAR PRADESH,FATEHPUR,104414,202040,306454,15,3938,1548,5,0,99961,135418,235379,15,3938,1548,5,0
UTTAR PRADESH,FIROZABAD,19843,228195,248038,10,3232,963,3,1,19843,161798,181641,10,3232,963,0,0
UTTAR PRADESH,GAUTAM BUDDHA NAGAR,14574,58357,72931,15,1414,716,1,1,14302,53142,67444,15,1582,716,0,0
UTTAR PRADESH,GHAZIABAD,10810,85267,96077,5,3602,1075,5,0,10810,83380,94190,5,1946,1075,2,0
UTTAR PRADESH,GHAZIPUR,184061,288972,473033,100,3878,1517,10,0,183147,153425,336572,100,3878,1517,10,2
UTTAR PRADESH,GONDA,136500,198080,334580,16,4298,2031,6,2,118936,141932,260868,16,4298,1574,4,2
UTTAR PRADESH,GORAKHPUR,211033,280101,491134,121,6036,1823,10,0,211010,202482,413492,121,4877,1823,3,0
UTTAR PRADESH,HAMIRPUR,101382,75310,176692,0,1950,707,4,0,85181,50767,135948,0,1950,707,4,0
UTTAR PRADESH,HARDOI,199989,231215,431204,5,8478,1978,10,0,199989,212685,412674,5,5627,1978,10,5
UTTAR PRADESH,JALAUN,101928,71232,173160,20,2686,873,12,0,90940,57528,148468,20,2700,873,6,0
UTTAR PRADESH,JAUNPUR,250000,444693,694693,138,7179,3897,10,0,251456,343075,594531,138,5575,3897,8,8
UTTAR PRADESH,JHANSI,58826,78506,137332,20,2808,912,6,0,59272,53974,113246,20,2808,912,6,3
UTTAR PRADESH,JYOTIBA PHULE NAGAR,48008,113276,161284,0,2389,1032,0,0,48008,105068,153076,0,2290,1032,2,1
UTTAR PRADESH,KANNAUJ,101497,280737,382234,46,2388,1440,6,1,102321,201515,303836,46,2373,1440,2,1
UTTAR PRADESH,KANPUR DEHAT,126650,117438,244088,60,3536,1149,10,0,121873,87510,209383,60,3536,1149,5,5
UTTAR PRADESH,KANPUR NAGAR,87235,128893,216128,50,3763,1806,10,0,81772,112914,194686,50,3310,1784,5,0
UTTAR PRADESH,KANSHIRAM NAGAR,49298,91499,140797,14,2777,989,7,0,18037,13001,31038,0,2777,989,0,0
UTTAR PRADESH,KAUSHAMBI,127875,147350,275225,24,2048,968,3,1,123820,85976,209796,24,2048,785,3,0
UTTAR PRADESH,KUSHINAGAR,287089,160033,447122,25,5120,2133,3,0,236062,146654,382716,25,4168,2133,1,0
UTTAR PRADESH,LAKHIMPUR KHERI,73000,124463,197463,20,8355,1930,10,0,96730,124463,221193,20,5144,1930,5,0
UTTAR PRADESH,LALITPUR,90107,47239,137346,6,2468,568,2,0,89046,38393,127439,6,2468,568,0,0
UTTAR PRADESH,LUCKNOW,113188,137908,251096,25,2510,1591,10,0,113188,112396,225584,25,3121,1273,10,10
UTTAR PRADESH,MAHAMAYA NAGAR(HATHRAS),25153,129568,154721,10,2423,1130,3,1,25277,114597,139874,10,2146,1130,1,0
UTTAR PRADESH,MAHARAJGANJ,145090,111256,256346,55,2956,1461,5,1,145090,90842,235932,55,2956,1461,4,0
UTTAR PRADESH,MAHOBA,53117,70666,123783,0,2153,464,1,1,53267,65714,118981,0,1756,464,2,0
UTTAR PRADESH,MAINPURI,84258,121244,205502,10,3334,1309,3,1,77399,98278,175677,10,3334,1309,4,0
UTTAR PRADESH,MATHURA,25005,182330,207335,10,3228,1475,3,1,25593,130508,156101,10,2936,979,1,0
UTTAR PRADESH,MAU,133766,73752,207518,13,2494,1090,5,0,108577,59123,167700,13,2494,1090,5,3
UTTAR PRADESH,MEERUT,25514,119754,145268,25,2418,1310,6,3,25357,114465,139822,25,2222,907,3,3
UTTAR PRADESH,MIRZAPUR,231315,195266,426581,133,3941,1582,10,0,234252,183427,417679,133,3941,1582,10,10
UTTAR PRADESH,MORADABAD,76018,354539,430557,0,8504,2641,4,1,76018,275460,351478,0,4870,2095,2,1
UTTAR PRADESH,MUZAFFARNAGAR,51660,238443,290103,14,3700,2074,2,0,51660,169008,220668,14,3478,2074,2,0
UTTAR PRADESH,PILIBHIT,95178,119893,215071,21,2786,889,2,1,95178,103271,198449,21,2786,889,1,1
UTTAR PRADESH,PRATAPGARH,141368,264341,405709,50,2525,1955,10,0,144927,167186,312113,79,2525,2030,3,0
UTTAR PRADESH,RAE BARELI,190306,135862,326168,25,5809,1860,5,0,192190,124312,316502,25,4188,1860,1,0
UTTAR PRADESH,RAMPUR,56948,150145,207093,0,4382,1385,2,1,52635,149209,201844,0,2195,1275,1,1
UTTAR PRADESH,SAHARANPUR,49458,192771,242229,25,3766,1720,11,0,49701,190364,240065,25,3505,1299,4,0
UTTAR PRADESH,SANT KABIR NAGAR,121112,227284,348396,35,2368,991,4,0,93881,104716,198597,35,2368,991,3,0
UTTAR PRADESH,SANT RAVIDAS NAGAR( BHADOHI),75119,103247,178366,43,2083,1233,5,0,69904,85676,155580,43,1602,1233,1,0
UTTAR PRADESH,SHAHJAHANPUR,194645,114246,308891,10,4842,1347,0,0,194959,94352,289311,10,4842,1347,6,9
UTTAR PRADESH,SHRAVASTI,104902,54772,159674,10,1838,650,3,0,99254,41818,141072,10,1838,650,0,0
UTTAR PRADESH,SIDDHARTHNAGAR,139597,133650,273247,50,4128,1481,5,0,124597,111651,236248,50,4128,1481,2,0
UTTAR PRADESH,SITAPUR,305299,255574,560873,25,7397,2307,3,1,274354,185138,459492,25,5874,2307,1,1
UTTAR PRADESH,SONBHADRA,138370,79419,217789,113,3176,1051,0,0,138370,57900,196270,113,3006,767,10,0
UTTAR PRADESH,SULTANPUR,168843,262071,430914,40,4898,2244,6,0,168843,215646,384489,40,4898,2244,6,0
UTTAR PRADESH,UNNAO,229599,141734,371333,20,4700,1683,8,0,223787,132308,356095,20,4700,1683,2,2
UTTAR PRADESH,VARANASI,105408,249056,354464,47,4471,1532,0,0,102430,147532,249962,47,2516,1283,3,0
UTTARAKHAND,ALMORA,45572,48151,93723,40,214,247,10,0,32789,38884,71673,30,239,4,0,0
UTTARAKHAND,BAGESHWAR,21447,16508,37955,20,111,149,3,0,18036,18883,36919,6,105,2,2,0
UTTARAKHAND,CHAMOLI,27147,26145,53292,10,265,115,7,2,26310,26512,52822,0,222,7,3,0
UTTARAKHAND,CHAMPAWAT,22991,9085,32076,20,375,78,2,1,18498,14678,33176,3,160,6,1,0
UTTARAKHAND,DEHRADUN,37212,24463,61675,0,497,19,5,1,32474,24914,57388,0,396,19,1,0
UTTARAKHAND,HARIDWAR,42500,90074,132574,60,200,20,2,0,38644,78609,117253,37,100,13,0,0,
UTTARAKHAND,NAINITAL,14314,26585,40899,50,208,95,6,2,18039,29703,47742,1,208,19,2,0
UTTARAKHAND,PAURI(GARHWAL),53399,37146,90545,50,620,173,10,0,36814,43505,80319,8,367,23,3,0
UTTARAKHAND,PITHORAGARH,41110,29253,70363,50,670,215,6,2,34876,32098,66974,10,439,102,3,0
UTTARAKHAND,RUDRAPRAYAG,13150,22322,35472,40,100,124,3,0,14055,17566,31621,9,100,70,2,0
UTTARAKHAND,TEHRI GARHWAL,55173,34580,89753,30,307,120,8,0,46608,35264,81872,0,493,10,0,0
UTTARAKHAND,UDHAM SINGH NAGAR,39427,59658,99085,50,118,123,5,2,37764,52505,90269,0,119,75,4,1
UTTARAKHAND,UTTARKASHI,28189,20700,48889,50,240,123,4,0,25601,21146,46747,4,240,0,3,0
WEST BENGAL,BANKURA,198152,333832,531984,50,7544,4130,29,0,107239,243933,351172,62,7734,1394,26,0
WEST BENGAL,BARDHAMAN,700047,341920,1041967,133,9891,7980,10,0,607788,278429,886217,140,9890,7724,10,19
WEST BENGAL,BIRBHUM,338989,299893,638882,50,5617,3816,4,22,275112,188995,464107,58,5636,2409,19,0
WEST BENGAL,COOCH BEHAR,335236,254422,589658,50,3715,1718,15,0,265576,166510,432086,144,5764,1818,15,12
WEST BENGAL,DAKSHIN DINAJPUR,182621,194577,377198,50,3712,2642,10,0,186144,53164,239308,20,2682,1003,8,8
WEST BENGAL,DARJEELING,66648,130066,196714,50,1784,408,0,0,33939,3035,36974,18,1443,574,8,8
WEST BENGAL,HOOGHLY,271737,195510,467247,53,6821,4168,19,0,270873,191294,462167,50,6764,3435,18,18
WEST BENGAL,HOWRAH,231860,143309,375169,51,5195,3586,26,0,230196,141912,372108,42,5353,2781,14,20
WEST BENGAL,JALPAIGURI,372999,203523,576522,50,6578,5428,87,0,342324,106168,448492,25,6578,4064,17,14
WEST BENGAL,MALDA,452324,270208,722532,50,6385,7956,6,0,328065,67187,395252,41,6047,464,15,15
WEST BENGAL,MIDNAPUR EAST,392371,32617,424988,172,9726,5969,25,0,527389,32642,560031,210,10149,2882,8,17
WEST BENGAL,MIDNAPUR WEST,509496,432096,941592,50,16498,5825,10,0,596291,323558,919849,73,13693,2838,0,0
WEST BENGAL,MURSHIDABAD,702442,506963,1209405,50,10260,7012,18,0,504029,198222,702251,49,8102,2640,26,26
WEST BENGAL,NADIA,346696,278335,625031,50,6974,6620,50,0,321780,198956,520736,30,6798,3996,23,41
WEST BENGAL,NORTH 24 PARAGANAS,361462,225080,586542,51,11158,4466,30,0,359532,226104,585636,67,11039,3247,101,0
WEST BENGAL,PURULIA,210168,306933,517101,50,7542,4047,10,0,102306,83269,185575,10,4853,1239,20,0
WEST BENGAL,SILIGURI,59536,25377,84913,30,935,1393,0,10,38224,18537,56761,30,929,922,5,7
WEST BENGAL,SOUTH 24 PARAGANAS,628712,521192,1149904,50,8940,5448,30,0,601989,162578,764567,31,7499,1690,29,29
WEST BENGAL,UTTAR DINAJPUR,257662,301645,559307,50,4806,1556,30,0,149439,185451,334890,30,2562,2041,17,0
30-Jul-2013,30-Jul-2013,30-Jul-2013,30-Jul-2013,30-Jul-2013,30-Jul-2013,30-Jul-2013,30-Jul-2013,30-Jul-2013,30-Jul-2013
